"scalerank","featurecla","labelrank","sovereignt","sov_a3","adm0_dif","level","type","admin","adm0_a3","geou_dif","geounit","gu_a3","su_dif","subunit","su_a3","brk_diff","name","name_long","brk_a3","brk_name","brk_group","abbrev","postal","formal_en","formal_fr","note_adm0","note_brk","name_sort","name_alt","mapcolor7","mapcolor8","mapcolor9","mapcolor13","pop_est","gdp_md_est","pop_year","lastcensus","gdp_year","economy","income_grp","wikipedia","fips_10","iso_a2","iso_a3","iso_n3","un_a3","wb_a2","wb_a3","woe_id","adm0_a3_is","adm0_a3_us","adm0_a3_un","adm0_a3_wb","continent","region_un","subregion","region_wb","name_len","long_len","abbrev_len","tiny","homepart"
1,"Admin-0 country",3,"Malaysia","MYS",0,2,"Sovereign country","Malaysia","MYS",0,"Malaysia","MYS",0,"Malaysia","MYS",0,"Malaysia","Malaysia","MYS","Malaysia",NA,"Malay.","MY","Malaysia",NA,NA,NA,"Malaysia",NA,2,4,3,6,25715819,384300,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,NA,"MY","MYS","458","458","MY","MYS",-99,"MYS","MYS",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",8,8,6,-99,1
1,"Admin-0 country",3,"Namibia","NAM",0,2,"Sovereign country","Namibia","NAM",0,"Namibia","NAM",0,"Namibia","NAM",0,"Namibia","Namibia","NAM","Namibia",NA,"Nam.","NA","Republic of Namibia",NA,NA,NA,"Namibia",NA,4,1,1,7,2108665,13250,-99,2001,-99,"6. Developing region","3. Upper middle income",-99,NA,"NA","NAM","516","516","NA","NAM",-99,"NAM","NAM",-99,-99,"Africa","Africa","Southern Africa","Sub-Saharan Africa",7,7,4,-99,1
1,"Admin-0 country",3,"France","FR1",1,2,"Dependency","New Caledonia","NCL",0,"New Caledonia","NCL",0,"New Caledonia","NCL",0,"New Caledonia","New Caledonia","NCL","New Caledonia",NA,"New C.","NC","New Caledonia","Nouvelle-Calédonie","Fr.",NA,"New Caledonia",NA,7,5,9,11,227436,3158,-99,2009,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"NC","NCL","540","540","NC","NCL",-99,"NCL","NCL",-99,-99,"Oceania","Oceania","Melanesia","East Asia & Pacific",13,13,6,-99,-99
1,"Admin-0 country",3,"Niger","NER",0,2,"Sovereign country","Niger","NER",0,"Niger","NER",0,"Niger","NER",0,"Niger","Niger","NER","Niger",NA,"Niger","NE","Republic of Niger",NA,NA,NA,"Niger",NA,4,5,3,13,15306252,10040,-99,2001,-99,"7. Least developed region","5. Low income",-99,NA,"NE","NER","562","562","NE","NER",-99,"NER","NER",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",5,5,5,-99,1
5,"Admin-0 country",5,"Australia","AU1",1,2,"Dependency","Norfolk Island","NFK",0,"Norfolk Island","NFK",0,"Norfolk Island","NFK",0,"Norfolk Island","Norfolk Island","NFK","Norfolk Island",NA,"Nfk. I.","NF","Territory of Norfolk Island",NA,"Auz.",NA,"Norfolk Island",NA,1,2,2,7,2141,32.115,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,NA,"NF","NFK","574","574","-99","-99",-99,"NFK","NFK",-99,-99,"Oceania","Oceania","Australia and New Zealand","East Asia & Pacific",14,14,7,-99,-99
1,"Admin-0 country",2,"Nigeria","NGA",0,2,"Sovereign country","Nigeria","NGA",0,"Nigeria","NGA",0,"Nigeria","NGA",0,"Nigeria","Nigeria","NGA","Nigeria",NA,"Nigeria","NG","Federal Republic of Nigeria",NA,NA,NA,"Nigeria",NA,3,2,5,2,149229090,335400,-99,2006,-99,"5. Emerging region: G20","4. Lower middle income",-99,NA,"NG","NGA","566","566","NG","NGA",-99,"NGA","NGA",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",7,7,7,-99,1
1,"Admin-0 country",5,"Nicaragua","NIC",0,2,"Sovereign country","Nicaragua","NIC",0,"Nicaragua","NIC",0,"Nicaragua","NIC",0,"Nicaragua","Nicaragua","NIC","Nicaragua",NA,"Nic.","NI","Republic of Nicaragua",NA,NA,NA,"Nicaragua",NA,1,4,1,9,5891199,16790,-99,2005,-99,"6. Developing region","4. Lower middle income",-99,NA,"NI","NIC","558","558","NI","NIC",-99,"NIC","NIC",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",9,9,4,-99,1
3,"Admin-0 country",4,"New Zealand","NZ1",1,2,"Dependency","Niue","NIU",0,"Niue","NIU",0,"Niue","NIU",0,"Niue","Niue","NIU","Niue",NA,"Niue","NU",NA,NA,"Assoc. with N.Z.",NA,"Niue",NA,3,3,4,4,1398,10.01,-99,-99,-99,"6. Developing region","3. Upper middle income",-99,NA,"NU","NIU","570","570","-99","-99",-99,"NIU","NIU",-99,-99,"Oceania","Oceania","Polynesia","East Asia & Pacific",4,4,4,3,-99
1,"Admin-0 country",5,"Netherlands","NL1",1,2,"Country","Netherlands","NLD",0,"Netherlands","NLD",0,"Netherlands","NLD",0,"Netherlands","Netherlands","NLD","Netherlands",NA,"Neth.","NL","Kingdom of the Netherlands",NA,NA,NA,"Netherlands",NA,4,2,2,9,16715999,672000,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"NL","NLD","528","528","NL","NLD",-99,"NLD","NLD",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",11,11,5,-99,1
1,"Admin-0 country",3,"Norway","NOR",0,2,"Sovereign country","Norway","NOR",0,"Norway","NOR",0,"Norway","NOR",0,"Norway","Norway","NOR","Norway",NA,"Nor.","N","Kingdom of Norway",NA,NA,NA,"Norway",NA,5,3,8,12,4676305,276400,-99,2001,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"NO","NOR","578","578","NO","NOR",-99,"NOR","NOR",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",6,6,4,-99,1
1,"Admin-0 country",3,"Nepal","NPL",0,2,"Sovereign country","Nepal","NPL",0,"Nepal","NPL",0,"Nepal","NPL",0,"Nepal","Nepal","NPL","Nepal",NA,"Nepal","NP","Nepal",NA,NA,NA,"Nepal",NA,2,2,3,12,28563377,31080,-99,2001,-99,"7. Least developed region","5. Low income",-99,NA,"NP","NPL","524","524","NP","NPL",-99,"NPL","NPL",-99,-99,"Asia","Asia","Southern Asia","South Asia",5,5,5,-99,1
3,"Admin-0 country",6,"Nauru","NRU",0,2,"Sovereign country","Nauru","NRU",0,"Nauru","NRU",0,"Nauru","NRU",0,"Nauru","Nauru","NRU","Nauru",NA,"Nauru","NR","Republic of Nauru",NA,NA,NA,"Nauru",NA,3,7,6,9,14019,60,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,NA,"NR","NRU","520","520","-99","-99",-99,"NRU","NRU",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",5,5,5,3,1
1,"Admin-0 country",2,"New Zealand","NZ1",1,2,"Country","New Zealand","NZL",0,"New Zealand","NZL",0,"New Zealand","NZL",0,"New Zealand","New Zealand","NZL","New Zealand",NA,"N.Z.","NZ","New Zealand",NA,NA,NA,"New Zealand",NA,3,3,4,4,4213418,116700,-99,2006,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"NZ","NZL","554","554","NZ","NZL",-99,"NZL","NZL",-99,-99,"Oceania","Oceania","Australia and New Zealand","East Asia & Pacific",11,11,4,-99,1
1,"Admin-0 country",4,"Oman","OMN",0,2,"Sovereign country","Oman","OMN",0,"Oman","OMN",0,"Oman","OMN",0,"Oman","Oman","OMN","Oman",NA,"Oman","OM","Sultanate of Oman",NA,NA,NA,"Oman",NA,1,4,1,6,3418085,66980,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"OM","OMN","512","512","OM","OMN",-99,"OMN","OMN",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",4,4,4,-99,1
1,"Admin-0 country",2,"Pakistan","PAK",0,2,"Sovereign country","Pakistan","PAK",0,"Pakistan","PAK",0,"Pakistan","PAK",0,"Pakistan","Pakistan","PAK","Pakistan",NA,"Pak.","PK","Islamic Republic of Pakistan",NA,NA,NA,"Pakistan",NA,2,2,3,11,176242949,427300,-99,1998,-99,"5. Emerging region: G20","4. Lower middle income",-99,NA,"PK","PAK","586","586","PK","PAK",-99,"PAK","PAK",-99,-99,"Asia","Asia","Southern Asia","South Asia",8,8,4,-99,1
1,"Admin-0 country",4,"Panama","PAN",0,2,"Sovereign country","Panama","PAN",0,"Panama","PAN",0,"Panama","PAN",0,"Panama","Panama","PAN","Panama",NA,"Pan.","PA","Republic of Panama",NA,NA,NA,"Panama",NA,4,4,6,3,3360474,38830,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,NA,"PA","PAN","591","591","PA","PAN",-99,"PAN","PAN",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",6,6,4,-99,1
3,"Admin-0 country",4,"United Kingdom","GB1",1,2,"Dependency","Pitcairn Islands","PCN",0,"Pitcairn Islands","PCN",0,"Pitcairn Islands","PCN",0,"Pitcairn Is.","Pitcairn Islands","PCN","Pitcairn Is.",NA,"Pit. Is.","PN","Pitcairn, Henderson, Ducie and Oeno Islands",NA,"U.K.",NA,"Pitcairn Islands",NA,6,6,6,3,48,0.72,-99,-99,-99,"7. Least developed region","5. Low income",-99,NA,"PN","PCN","612","612","-99","-99",-99,"PCN","PCN",-99,-99,"Oceania","Oceania","Polynesia","East Asia & Pacific",12,16,8,-99,-99
1,"Admin-0 country",2,"Peru","PER",0,2,"Sovereign country","Peru","PER",0,"Peru","PER",0,"Peru","PER",0,"Peru","Peru","PER","Peru",NA,"Peru","PE","Republic of Peru",NA,NA,NA,"Peru",NA,4,4,4,11,29546963,247300,-99,2007,-99,"5. Emerging region: G20","3. Upper middle income",-99,NA,"PE","PER","604","604","PE","PER",-99,"PER","PER",-99,-99,"South America","Americas","South America","Latin America & Caribbean",4,4,4,-99,1
1,"Admin-0 country",2,"Philippines","PHL",0,2,"Sovereign country","Philippines","PHL",0,"Philippines","PHL",0,"Philippines","PHL",0,"Philippines","Philippines","PHL","Philippines",NA,"Phil.","PH","Republic of the Philippines",NA,NA,NA,"Philippines",NA,3,2,2,8,97976603,317500,-99,2010,-99,"5. Emerging region: G20","4. Lower middle income",-99,NA,"PH","PHL","608","608","PH","PHL",-99,"PHL","PHL",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",11,11,5,-99,1
1,"Admin-0 country",6,"Palau","PLW",0,2,"Sovereign country","Palau","PLW",0,"Palau","PLW",0,"Palau","PLW",0,"Palau","Palau","PLW","Palau",NA,"Palau","PW","Republic of Palau",NA,NA,NA,"Palau",NA,2,5,1,12,20796,164,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,NA,"PW","PLW","585","585","PW","PLW",-99,"PLW","PLW",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",5,5,5,2,1
1,"Admin-0 country",2,"Papua New Guinea","PNG",0,2,"Sovereign country","Papua New Guinea","PNG",0,"Papua New Guinea","PNG",1,"Papua New Guinea","PN1",0,"Papua New Guinea","Papua New Guinea","PN1","Papua New Guinea",NA,"P.N.G.","PG","Independent State of Papua New Guinea",NA,NA,NA,"Papua New Guinea",NA,4,2,3,1,6057263,13210,-99,2000,-99,"6. Developing region","4. Lower middle income",-99,NA,"PG","PNG","598","598","PG","PNG",-99,"PNG","PNG",-99,-99,"Oceania","Oceania","Melanesia","East Asia & Pacific",16,16,6,-99,1
1,"Admin-0 country",3,"Poland","POL",0,2,"Sovereign country","Poland","POL",0,"Poland","POL",0,"Poland","POL",0,"Poland","Poland","POL","Poland",NA,"Pol.","PL","Republic of Poland",NA,NA,NA,"Poland",NA,3,7,1,2,38482919,667900,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"PL","POL","616","616","PL","POL",-99,"POL","POL",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",6,6,4,-99,1
1,"Admin-0 country",5,"United States of America","US1",1,2,"Dependency","Puerto Rico","PRI",0,"Puerto Rico","PRI",0,"Puerto Rico","PRI",0,"Puerto Rico","Puerto Rico","PRI","Puerto Rico",NA,"P.R.","PR","Commonwealth of Puerto Rico",NA,"Commonwealth of U.S.A.",NA,"Puerto Rico",NA,4,5,1,1,3971020,70230,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"PR","PRI","630","630","PR","PRI",-99,"PRI","PRI",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",11,11,4,-99,-99
1,"Admin-0 country",3,"North Korea","PRK",0,2,"Sovereign country","North Korea","PRK",0,"North Korea","PRK",0,"North Korea","PRK",0,"Dem. Rep. Korea","Dem. Rep. Korea","PRK","Dem. Rep. Korea",NA,"N.K.","KP","Democratic People's Republic of Korea",NA,NA,NA,"Korea, Dem. Rep.",NA,3,5,3,9,22665345,40000,-99,2009,-99,"7. Least developed region","5. Low income",-99,NA,"KP","PRK","408","408","KP","PRK",-99,"PRK","PRK",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",15,15,4,-99,1
1,"Admin-0 country",2,"Portugal","PRT",0,2,"Sovereign country","Portugal","PRT",0,"Portugal","PRT",1,"Portugal","PR1",0,"Portugal","Portugal","PR1","Portugal",NA,"Port.","P","Portuguese Republic",NA,NA,NA,"Portugal",NA,1,7,1,4,10707924,208627,-99,2011,0,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"PT","PRT","620","620","PT","PRT",-99,"PRT","PRT",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",8,8,5,-99,1
1,"Admin-0 country",4,"Paraguay","PRY",0,2,"Sovereign country","Paraguay","PRY",0,"Paraguay","PRY",0,"Paraguay","PRY",0,"Paraguay","Paraguay","PRY","Paraguay",NA,"Para.","PY","Republic of Paraguay",NA,NA,NA,"Paraguay",NA,6,3,6,2,6995655,28890,-99,2002,-99,"5. Emerging region: G20","4. Lower middle income",-99,NA,"PY","PRY","600","600","PY","PRY",-99,"PRY","PRY",-99,-99,"South America","Americas","South America","Latin America & Caribbean",8,8,5,-99,1
1,"Admin-0 country",5,"Israel","ISR",1,2,"Disputed","Palestine","PSX",0,"Palestine","PSX",0,"Palestine","PSX",0,"Palestine","Palestine","PSX","Palestine",NA,"Pal.","PAL","West Bank and Gaza",NA,"Partial self-admin.","Partial self-admin.","Palestine (West Bank and Gaza)",NA,3,2,5,8,4119083,11950.77,-99,2007,-99,"6. Developing region","4. Lower middle income",-99,NA,"PS","PSE","275","275","GZ","WBG",-99,"PSE","PSX",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",9,9,4,-99,-99
3,"Admin-0 country",4,"France","FR1",1,2,"Dependency","French Polynesia","PYF",0,"French Polynesia","PYF",0,"French Polynesia","PYF",0,"Fr. Polynesia","French Polynesia","PYF","Fr. Polynesia",NA,"Fr. Poly.","PF","French Polynesia",NA,"Fr.",NA,"French Polynesia",NA,7,5,9,11,287032,4718,-99,2007,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"PF","PYF","258","258","PF","PYF",-99,"PYF","PYF",-99,-99,"Oceania","Oceania","Polynesia","East Asia & Pacific",13,16,9,2,-99
1,"Admin-0 country",5,"Qatar","QAT",0,2,"Sovereign country","Qatar","QAT",0,"Qatar","QAT",0,"Qatar","QAT",0,"Qatar","Qatar","QAT","Qatar",NA,"Qatar","QA","State of Qatar",NA,NA,NA,"Qatar",NA,3,6,2,4,833285,91330,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"QA","QAT","634","634","QA","QAT",-99,"QAT","QAT",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",5,5,5,-99,1
1,"Admin-0 country",3,"Romania","ROU",0,2,"Sovereign country","Romania","ROU",0,"Romania","ROU",0,"Romania","ROU",0,"Romania","Romania","ROU","Romania",NA,"Rom.","RO","Romania",NA,NA,NA,"Romania",NA,1,4,3,13,22215421,271400,-99,2011,-99,"2. Developed region: nonG7","3. Upper middle income",-99,NA,"RO","ROU","642","642","RO","ROM",-99,"ROU","ROU",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",7,7,4,-99,1
1,"Admin-0 country",2,"Russia","RUS",0,2,"Sovereign country","Russia","RUS",0,"Russia","RUS",0,"Russia","RUS",0,"Russia","Russian Federation","RUS","Russia",NA,"Rus.","RUS","Russian Federation",NA,NA,NA,"Russian Federation",NA,2,5,7,7,140041247,2266000,-99,2010,-99,"3. Emerging region: BRIC","3. Upper middle income",-99,NA,"RU","RUS","643","643","RU","RUS",-99,"RUS","RUS",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",6,18,4,-99,1
1,"Admin-0 country",3,"Rwanda","RWA",0,2,"Sovereign country","Rwanda","RWA",0,"Rwanda","RWA",0,"Rwanda","RWA",0,"Rwanda","Rwanda","RWA","Rwanda",NA,"Rwa.","RW","Republic of Rwanda",NA,NA,NA,"Rwanda",NA,5,2,3,10,10473282,9706,-99,2002,-99,"7. Least developed region","5. Low income",-99,NA,"RW","RWA","646","646","RW","RWA",-99,"RWA","RWA",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",6,6,4,-99,1
1,"Admin-0 country",7,"Western Sahara","SAH",0,2,"Indeterminate","Western Sahara","SAH",0,"Western Sahara","SAH",0,"Western Sahara","SAH",1,"W. Sahara","Western Sahara","B28","W. Sahara",NA,"W. Sah.","WS","Sahrawi Arab Democratic Republic",NA,"Self admin.","Self admin.; Claimed by Morocco","Western Sahara",NA,4,7,4,4,-99,-99,-99,-99,-99,"7. Least developed region","5. Low income",-99,NA,"EH","ESH","732","732","-99","-99",-99,"MAR","SAH",-99,-99,"Africa","Africa","Northern Africa","Middle East & North Africa",9,14,7,-99,1
1,"Admin-0 country",2,"Saudi Arabia","SAU",0,2,"Sovereign country","Saudi Arabia","SAU",0,"Saudi Arabia","SAU",0,"Saudi Arabia","SAU",0,"Saudi Arabia","Saudi Arabia","SAU","Saudi Arabia",NA,"Saud.","SA","Kingdom of Saudi Arabia",NA,NA,NA,"Saudi Arabia",NA,6,1,6,7,28686633,576500,-99,2010,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"SA","SAU","682","682","SA","SAU",-99,"SAU","SAU",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",12,12,5,-99,1
1,"Admin-0 country",3,"Sudan","SDN",0,2,"Sovereign country","Sudan","SDN",0,"Sudan","SDN",0,"Sudan","SDN",0,"Sudan","Sudan","SDN","Sudan",NA,"Sudan","SD","Republic of the Sudan",NA,NA,NA,"Sudan",NA,2,6,4,1,25946220,88080,-99,2008,-99,"6. Developing region","4. Lower middle income",-99,NA,"SD","SDN","729","729","SD","SDN",-99,"SDN","SDN",-99,-99,"Africa","Africa","Northern Africa","Sub-Saharan Africa",5,5,5,-99,1
1,"Admin-0 country",3,"South Sudan","SDS",0,2,"Sovereign country","South Sudan","SDS",0,"South Sudan","SDS",0,"South Sudan","SDS",0,"S. Sudan","South Sudan","SDS","S. Sudan",NA,"S. Sud.","SS","Republic of South Sudan",NA,NA,NA,"South Sudan",NA,1,3,3,5,10625176,13227,-99,2008,-99,"7. Least developed region","5. Low income",-99,NA,"SS","SSD","728","728","SS","SSD",-99,"SSD","SDS",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",8,11,7,-99,1
1,"Admin-0 country",3,"Senegal","SEN",0,2,"Sovereign country","Senegal","SEN",0,"Senegal","SEN",0,"Senegal","SEN",0,"Senegal","Senegal","SEN","Senegal",NA,"Sen.","SN","Republic of Senegal",NA,NA,NA,"Senegal",NA,2,6,5,5,13711597,21980,-99,2002,-99,"7. Least developed region","4. Lower middle income",-99,NA,"SN","SEN","686","686","SN","SEN",-99,"SEN","SEN",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",7,7,4,-99,1
3,"Admin-0 country",6,"Singapore","SGP",0,2,"Sovereign country","Singapore","SGP",0,"Singapore","SGP",0,"Singapore","SGP",0,"Singapore","Singapore","SGP","Singapore",NA,"Sing.","SG","Republic of Singapore",NA,NA,NA,"Singapore",NA,5,3,7,3,4657542,237300,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"SG","SGP","702","702","SG","SGP",-99,"SGP","SGP",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",9,9,5,3,1
3,"Admin-0 country",4,"United Kingdom","GB1",1,2,"Dependency","South Georgia and South Sandwich Islands","SGS",0,"South Georgia and South Sandwich Islands","SGS",0,"South Georgia and South Sandwich Islands","SGS",0,"S. Geo. and S. Sandw. Is.","South Georgia and South Sandwich Islands","SGS","S. Geo. and S. Sandw. Is.",NA,"S.G. S.S. Is.","GS","South Georgia and South Sandwich Islands",NA,"U.K.",NA,"South Georgia and the Islands",NA,6,6,6,3,30,0.3,-99,-99,-99,"7. Least developed region","5. Low income",-99,NA,"GS","SGS","239","-099","-99","-99",-99,"SGS","SGS",-99,-99,"Seven seas (open ocean)","Seven seas (open ocean)","Seven seas (open ocean)","Antarctica",25,40,13,3,-99
3,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Dependency","Saint Helena","SHN",0,"Saint Helena","SHN",0,"Saint Helena","SHN",0,"Saint Helena","Saint Helena","SHN","Saint Helena",NA,"St.H.","SH",NA,NA,"U.K.",NA,"St. Helena",NA,6,6,6,3,7637,18,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,NA,"SH","SHN","654","654","-99","-99",-99,"SHN","SHN",-99,-99,"Seven seas (open ocean)","Africa","Western Africa","Sub-Saharan Africa",12,12,5,-99,-99
1,"Admin-0 country",3,"Solomon Islands","SLB",0,2,"Sovereign country","Solomon Islands","SLB",0,"Solomon Islands","SLB",0,"Solomon Islands","SLB",0,"Solomon Is.","Solomon Islands","SLB","Solomon Is.",NA,"S. Is.","SB",NA,NA,NA,NA,"Solomon Islands",NA,1,4,1,6,595613,1078,-99,2009,-99,"7. Least developed region","4. Lower middle income",-99,NA,"SB","SLB","090","090","SB","SLB",-99,"SLB","SLB",-99,-99,"Oceania","Oceania","Melanesia","East Asia & Pacific",11,15,6,-99,1
1,"Admin-0 country",4,"Sierra Leone","SLE",0,2,"Sovereign country","Sierra Leone","SLE",0,"Sierra Leone","SLE",0,"Sierra Leone","SLE",0,"Sierra Leone","Sierra Leone","SLE","Sierra Leone",NA,"S.L.","SL","Republic of Sierra Leone",NA,NA,NA,"Sierra Leone",NA,1,4,1,7,6440053,4285,-99,2004,-99,"7. Least developed region","5. Low income",-99,NA,"SL","SLE","694","694","SL","SLE",-99,"SLE","SLE",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",12,12,4,-99,1
1,"Admin-0 country",6,"El Salvador","SLV",0,2,"Sovereign country","El Salvador","SLV",0,"El Salvador","SLV",0,"El Salvador","SLV",0,"El Salvador","El Salvador","SLV","El Salvador",NA,"El. S.","SV","Republic of El Salvador",NA,NA,NA,"El Salvador",NA,1,4,6,8,7185218,43630,-99,2007,-99,"6. Developing region","4. Lower middle income",-99,NA,"SV","SLV","222","222","SV","SLV",-99,"SLV","SLV",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",11,11,6,-99,1
3,"Admin-0 country",6,"San Marino","SMR",0,2,"Sovereign country","San Marino","SMR",0,"San Marino","SMR",0,"San Marino","SMR",0,"San Marino","San Marino","SMR","San Marino",NA,"S.M.","RSM","Republic of San Marino",NA,NA,NA,"San Marino",NA,2,3,1,6,30324,1662,-99,2010,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"SM","SMR","674","674","SM","SMR",-99,"SMR","SMR",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",10,10,4,5,1
1,"Admin-0 country",5,"Somaliland","SOL",0,2,"Indeterminate","Somaliland","SOL",0,"Somaliland","SOL",0,"Somaliland","SOL",1,"Somaliland","Somaliland","B30","Somaliland",NA,"Solnd.","SL","Republic of Somaliland",NA,"Self admin.","Self admin.; Claimed by Somalia","Somaliland",NA,3,6,5,2,3500000,12250,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,NA,"-99","-99","-99","-099","-99","-99",-99,"SOM","SOM",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",10,10,6,-99,1
1,"Admin-0 country",6,"Somalia","SOM",0,2,"Sovereign country","Somalia","SOM",0,"Somalia","SOM",0,"Somalia","SOM",0,"Somalia","Somalia","SOM","Somalia",NA,"Som.","SO","Federal Republic of Somalia",NA,NA,NA,"Somalia",NA,2,8,6,7,9832017,5524,-99,1987,-99,"7. Least developed region","5. Low income",-99,NA,"SO","SOM","706","706","SO","SOM",-99,"SOM","SOM",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",7,7,4,-99,1
3,"Admin-0 country",4,"France","FR1",1,2,"Dependency","Saint Pierre and Miquelon","SPM",0,"Saint Pierre and Miquelon","SPM",0,"Saint Pierre and Miquelon","SPM",0,"St. Pierre and Miquelon","Saint Pierre and Miquelon","SPM","St. Pierre and Miquelon",NA,"St. P.M.","PM","Saint Pierre and Miquelon",NA,"Fr.",NA,"St. Pierre and Miquelon",NA,7,5,9,11,7051,48.3,-99,-99,-99,"2. Developed region: nonG7","3. Upper middle income",-99,NA,"PM","SPM","666","666","-99","-99",-99,"SPM","SPM",-99,-99,"North America","Americas","Northern America","North America",23,25,8,3,-99
1,"Admin-0 country",5,"Republic of Serbia","SRB",0,2,"Sovereign country","Republic of Serbia","SRB",0,"Republic of Serbia","SRB",0,"Republic of Serbia","SRB",0,"Serbia","Serbia","SRB","Serbia",NA,"Serb.","RS","Republic of Serbia",NA,NA,NA,"Serbia",NA,3,3,2,10,7379339,80340,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,NA,"RS","SRB","688","688","YF","SRB",-99,"SRB","SRB",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",6,6,5,-99,1
1,"Admin-0 country",6,"Sao Tome and Principe","STP",0,2,"Sovereign country","Sao Tome and Principe","STP",0,"Sao Tome and Principe","STP",0,"Sao Tome and Principe","STP",0,"São Tomé and Principe","São Tomé and Principe","STP","Sao Tome and Principe",NA,"S.T.P.","ST","Democratic Republic of São Tomé and Principe",NA,NA,NA,"São Tomé and Principe",NA,1,6,1,7,212679,276.5,-99,2001,-99,"7. Least developed region","4. Lower middle income",-99,NA,"ST","STP","678","678","ST","STP",-99,"STP","STP",-99,-99,"Africa","Africa","Middle Africa","Sub-Saharan Africa",21,21,6,3,1
1,"Admin-0 country",4,"Suriname","SUR",0,2,"Sovereign country","Suriname","SUR",0,"Suriname","SUR",0,"Suriname","SUR",0,"Suriname","Suriname","SUR","Suriname",NA,"Sur.","SR","Republic of Suriname",NA,NA,NA,"Suriname",NA,1,4,7,6,481267,4254,-99,2004,-99,"6. Developing region","3. Upper middle income",-99,NA,"SR","SUR","740","740","SR","SUR",-99,"SUR","SUR",-99,-99,"South America","Americas","South America","Latin America & Caribbean",8,8,4,-99,1
1,"Admin-0 country",6,"Slovakia","SVK",0,2,"Sovereign country","Slovakia","SVK",0,"Slovakia","SVK",0,"Slovakia","SVK",0,"Slovakia","Slovakia","SVK","Slovakia",NA,"Svk.","SK","Slovak Republic",NA,NA,NA,"Slovak Republic",NA,2,4,4,9,5463046,119500,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"SK","SVK","703","703","SK","SVK",-99,"SVK","SVK",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",8,8,4,-99,1
